A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
6960133418,7288989769,3689370004,6678376035,3377440461,2228427097,9025724782,1481734734,6731984671,8322338431,1334679843,1540126064,645191067,4231299811,166210584,7476087921,1486404579,4195227539,1022606228,6538591580
8845383152,7312284588,2770895157,4579582297,4355201812,5248322366,5942759287,4489403105,6899051055,4216837288,2337914854,3952049777,668957793,6825197098,7851867493,7068800969,1651901363,3038612321,3840981477,6911451835
4713790906,942973334,5827537144,2597780117,4611846314,6664043649,4760063884,8440885106,5015635999,174139823,4384537100,5758099021,4677806147,2561645148,2373363123,6320647775,5316636156,4153875400,5068719698,1108041331
8571860684,3690979626,5547497981,620133126,8991109046,150866385,4388027678,5679113750,3834237913,3986877133,3495369664,4461359311,8517172332,2514075693,2938607139,8595894565,7149669282,6059140483,4656243345,7534823413
6095199489,1586533409,4773437430,471228450,4420495585,7876244017,2860635983,2060643403,8677821902,5730119836,5363308035,612100657,4130876444,7570286673,1321321920,3459764156,7649792497,687097012,3569232740,2325744526
7051343753,795346050,5310534609,6358006667,3717862686,5662738245,8807066012,2029282783,2447454253,4989411942,6311559281,3929724675,5984239261,5403947620,732526286,7318456002,8301174173,2898168765,3046865758,7094152132
2721815613,7430112470,2423563996,3817809888,2643036892,1019448600,4896286178,2675655163,6942361775,4619780682,2734171919,2116450265,1814764504,3787830632,3047955081,3739934498,710359510,3654533033,1633684453,4043498020
1303981895,1411193684,6986409924,7448292529,3779332262,8492792791,9096062141,1474959017,3689640423,5609208981,5362497570,3954685524,8340551932,2457997104,3501455899,1444344565,3539601615,5822334589,4263402040,396371474
5891363473,7529556014,5727811442,593628718,3291655242,5635441825,4717133007,8407091534,2754548311,7434619419,7559813509,5273316795,6779355277,77587347,1897110330,8701085604,1071506711,5823712853,5044086176,9008383573
6236679314,4496769187,7457201019,7623427140,1979651754,886303538,1323656551,5656614561,6759289307,6813716523,1138369333,1445252995,1220162072,5935553546,8925912324,5904371252,5479695422,6791394942,6577358269,3650350251
8652425497,6757438853,5122922216,8295554053,6401841162,8023995530,1120168386,4289212225,8453861805,8663946930,684313180,2800448132,1302896597,8506341581,6350303469,7954790035,2640676689,5483153224,5699695402,837050867
5404796734,7266727911,9070101941,4146793516,5360073038,2698423374,5483091705,393970744,6687033223,8240354377,6688218831,5987949602,5170616390,186798475,6872540168,8160704125,5593832882,8516508358,3545719386,1109809163
7654542912,6465310823,1663765790,2216291273,1295070754,8033836467,668987751,5981385865,2231207457,8009503572,5444886928,1994572455,954263126,5742676354,3529557465,5963648025,8123980979,2638886321,8810857104,6269732989
3194499514,3265456688,5844749631,1663641189,7229422788,6047677444,825638531,5497305805,4060086775,1857892011,7999773546,8671965571,2336220281,8463974813,1422603906,6058731245,8735344692,1251479393,7265676226,5862304918
2621118104,8575020990,7729261959,7399470398,8732708529,336075774,2260666441,7153253036,3896404704,4199694927,467614193,5278058262,8077031832,8659881102,7526095813,3121996628,3304851271,5540771919,2647667784,1062169726
1604677494,8902150653,1757649895,2404421112,524573970,3252115900,7738960802,7127206861,2692805105,3759141753,6694330389,9055765380,4343904440,4993779501,6899204880,3657934869,2807905137,1403449125,3423326978,563365635
3811058370,1516089515,8347022182,1773436699,8699701914,7714041526,5325739066,1656993356,252186873,2825225058,7821691788,8940024250,3071877405,8768549842,3581922626,7204967171,6057780771,8136191034,3488256266,748688100
4606571386,164607048,7142025639,2375699763,1818745027,4812861338,5077231642,7448960187,4511935161,3715618119,2235762628,2692092342,8487696487,1780662848,7507145707,576656847,4687710031,683695734,3103283083,7463640534
2672893383,3768080335,8833273166,5457409825,6173658110,768039629,4603087868,1193906959,8263220923,7509631622,8105942381,6220560510,5887549306,8338788153,6045459357,2357938262,4970352563,6852108130,7938636511,3198568665
4290973332,4479440583,4099853193,7551308011,2990751722,6449981926,6678048727,8596474023,3545865490,1445383905,3455691460,7456977510,2724432955,9009882924,4097657348,1190577158,2850857762,4703005265,2809293813,4339613800
8093479361,8825369166,7725522285,8010629660,2083371972,8017261718,1102475621,2790140587,2786883795,8469547766,8286741986,9083432416,1968659583,6727003180,7554750337,3813859202,8387262425,6937015343,3401678439,6345190536
4986964806,6900075338,8687336171,8503006971,1704964229,2256346659,1325058,2568133109,4281379049,4379290220,7149790042,8178477776,6574889597,7555431271,5314400734,3429526084,4662078958,7598816090,1671926184,23191612
1026457343,3935474854,6966182024,3990864545,1295896906,1682689376,4538770374,5272187924,3350337094,239363774,4354484611,8405590579,8185376051,1122980136,558561441,1053509582,8335616637,1792706466,4240476489,3047916991
4302362176,8808296128,1995930982,8273403802,8703333530,3366233750,505960155,4068706584,6471423843,8365846429,973338648,780925355,3394158529,5633472432,6097096279,8881298887,2309529546,2051397636,7778540036,3941879281
4663466130,2094506282,7870987118,2027422473,9051841155,4218355468,3542080310,3541937759,7327854277,5726515988,810005304,8438837924,7211344197,4105144286,6198155460,3068664097,6852385122,9097919111,4334751677,3004364042
6769352104,4032262899,3929260471,8572354787,305898694,5108408759,6832850399,3901687981,3894437767,5719508412,5397682093,7290870160,623854018,1972109743,8633398115,6137790564,3520768169,5007867535,7598398610,2809212492
660532121,1288764804,6797164777,1604512473,5499784046,3253224380,8565599225,4047919188,8319389287,3658479758,6512528605,7943691841,1647389858,7913138511,5117202681,2704325018,790414356,4261080100,4948869963,2843707299
2286943393,5179573984,1790200916,8010041706,5973190834,7949172278,7463933385,5061472972,1253632978,38215787,1714160482,7822831629,2138745271,6914462246,4281710758,739541360,6390532061,502370546,3912732968,916002183
7683781832,8848275503,2527828943,6768698965,3688291867,3242990247,3414947876,8323714918,2051615382,6854865576,6181172026,7435638713,8750286598,2515065146,1328068712,9094833469,5763525750,1804721904,1290824120,8856422158
14548208,2863595056,1421983751,1226506746,625036495,8144897776,2061392653,4998279741,2035648762,3233763226,2830275573,3093360961,4156500659,8955035076,4156275972,1083597387,230908181,5448839823,3309753815,3312157138
240434422,8572980033,1058040074,8161585109,3472451530,7727103200,62129726,4354965863,7500764555,524991108,49298542,8045732804,4013968474,8489022059,4347154451,4067668871,823817661,1147210702,4354377963,2332522060
8181511082,948454787,1210773547,6979278652,2786357343,3764473370,8414129031,3360071355,6972586404,8604740346,5926275639,1221286492,642028407,5099168688,6649090622,1708395093,2068095243,8264436225,3280603608,3591526398
9007023144,5060535921,1941284339,5860233923,6105958770,7243999321,2897438719,7038341709,791130890,7308994747,8373080001,4009793876,6017976805,5437891199,1431368445,3377916381,7099966113,8861852432,8583109359,4452320237
6238062057,23614825,4970736044,8202204236,6230894346,5702607358,1045517397,4630613014,7144347012,2163974687,7826611360,2505525222,133350942,1804272296,6453138673,6566025944,1872410151,840763269,2651015051,7285617407
1498447643,1734629050,1884357070,7354851724,2594397723,2877285826,3210936729,4169815669,2433156970,4584812867,3339869770,6278037537,3212295314,1505776917,5405405012,2628216625,1296008622,3301602511,9037947132,5088372420
1522865298,6639587552,2375607646,4382990182,3657200319,3812680210,4257721252,5619555343,809449721,8309881082,3626663802,4601110032,719506213,8528480606,2948516830,3849282557,8301418811,9036698482,8896724250,2325750047
3640913390,7079807889,2732511519,7930077091,557503595,6572730744,1439700779,2893028741,8756114300,4033903237,3404598943,2465421366,8840788992,1597617436,3485354788,4648847685,7613307745,5658632769,3068052021,6882875731
5096464951,3532489808,4336558647,1475111801,4758902825,8867334079,2863932742,2831975534,8787201328,6288038492,7714715132,69500843,1884965505,1849194080,3445379921,509391279,7245450444,1356604307,7947823429,4864893020
5879874524,2459571854,5341352671,6508166138,5558019687,7905086134,4597453683,3761503052,5576423157,3836857079,6671322744,6726513323,9104161192,6535564301,3860775604,1528614899,330053037,6946753863,3668044548,3196181492
7598321491,3653174137,7619872986,3666056543,2898056777,3848433147,4483350343,6113062853,7530641097,1290263388,6017047780,4150164517,3903090126,8150361576,5682969067,1334547327,614917460,8472033319,4179875316,1446338692
3342389301,3437279105,136506339,3028327437,6107397461,477636088,4322140865,468246357,5722515678,4772049939,1149370595,5729726030,6952314269,8491747714,8694909164,8730718740,8820802363,8221449271,7416847544,4510097187
7519970774,6655534921,3982917756,2435491656,3166277746,2853779718,1782078238,592452411,573476569,7616715394,7016050433,4047691567,4818137653,7547984900,2295065828,967682738,5328627575,8577379514,1006623375,6429007836
4801422255,8252794403,738582759,1289355032,6298130512,3268783907,5744585636,5674562800,5941160347,3044263651,865415695,7612337679,8354242297,7290138702,354859488,6978459455,6803877775,3134874128,1570087563,7323942780
7182186814,3815372949,6363733256,7613257391,3072520541,7225017043,5339369559,3518273904,1246899221,5546608114,1180936478,3748099557,4776924123,6242238762,1473535285,4043893116,8639321800,8748582913,3059598653,670939169
2425340229,6225567087,3894826053,5498076569,2208482720,2839642108,7645071615,1774775236,266511549,1683256300,4263861295,2935665830,2656219442,7938684672,5371506564,8933000708,4390888430,396071708,1149788340,6948604044
8446795981,6487986503,7364435948,684498792,899280349,5952695310,6260680651,6997033439,7782531279,2802889218,1181574481,302843006,9002236209,6755834626,3750420961,3916794141,315357905,7448527988,8085804453,806739091
2799128824,3982289781,3870112660,1255577110,3088348745,1939236717,750207626,8713471122,8668844239,5925722652,7977091474,2497330999,7169220827,5938649032,2607196023,2886838418,5574554783,2473664824,3761848868,2136139084
3411156078,4543681973,695037386,2101915119,1011436068,5722217333,4325990090,945449540,7705492184,6127407822,3428161445,757698605,6915317115,8230239713,3039093643,290923514,4656455746,5936796769,1313488775,3784907191
6979389536,863856696,2316116179,1081205648,6463791426,5769868354,8193261059,8188297305,7523861638,2277964783,686391258,6028179793,2134871086,1067125677,5028234809,6156101678,4916829043,56063970,6942232019,6564299201
2607374852,2495680433,6255930856,563641989,4377553097,3279061606,7169323159,7620540084,3727842042,4024861928,2390371841,529381509,7831808074,8956084225,8755255329,5931659967,5718118672,7677304049,9082307787,2373059545
3398226790,3742003304,5995062964,7635700061,3426435784,1992001856,563804734,5328493635,6987013345,1992017423,4382264790,2415669019,8778239528,2083663609,6057181953,8246107324,8040320617,7778606062,2948134483,3626898638
7958727927,939614951,1628358501,7226635922,9110278775,4089903254,1470718498,3148193547,2383247898,4432822924,3869844728,2251370476,2733359284,5179213210,5311643600,399417857,7214174052,2717647,6736209710,341359119
2530750310,1478449557,8103436320,2535080536,1286435749,2500521111,8863070948,2324707965,1129302575,7434165281,3250588558,3620323775,8864306759,3643201682,1399574300,5384250598,4171191262,2099019510,4856036067,1042071593
9037192590,240455887,6480457523,1582471001,3251448911,6529085810,2261599546,1736875271,6052809069,7301677554,2091836225,3168545491,8073719481,4917423729,8703202230,7770418972,4379194710,6765538378,3740433086,4291729699
5235057160,7538399195,1452842726,1527254032,5005554747,5090504802,8504976126,5820196009,462751357,625727648,1151198110,5047899869,6092680662,4736413848,640281613,7983160096,351823264,1326316903,7783316099,1122336562
2142848262,151989974,6688892502,5464295950,8653157404,7060550394,7303552025,9094022227,3732722302,16888771,6859150220,8665356182,2724635391,7757950345,4257878097,7348823812,1612608297,5445645111,8346244466,2796328878
5134179799,2717806908,6337622727,3917546550,390929729,8597748071,5503854052,4349096552,8649201902,5245432130,2670875527,6115292826,6649241879,6055638905,92645856,5417247076,7094279973,6430060105,3602369521,8188629685
8278847747,6537162534,2133887601,2948612039,3961583495,8951342357,5151215423,2246715252,633401092,2375875998,1141763797,5438984809,7826926644,134274005,4395490500,6879575274,7337914242,6563488793,779318333,7942585222
7940744071,4374123883,3271219046,5388350260,6759278324,822730238,2560286183,1083673768,1228290812,6184563227,1229043073,5411352809,7306349179,1716431316,1417872278,7713989519,1131790411,6664168585,3332219574,5207751102
7603656182,3765374758,7792852799,3798775773,5913918995,2534161697,3557980206,6597270473,2909328493,5232394760,2553177564,7338916189,7338618947,3877242051,2960894107,4631047742,1849277957,5532051412,8705621575,7829355454
7897325715,1133192093,3274319842,7538264042,8117107091,7664907109,7380450214,6055695157,4902406692,217072896,8932987112,3449051582,7561436124,5829381148,5389791897,2530855566,8545160267,2666871445,2653194620,6329918122
58999870,3088347047,442834399,1782742395,4739498329,586410214,252285970,7567756938,6718557104,4307000119,4248371223,8004975914,5016301773,6606623797,7486614395,8459566617,312450405,1740781210,5841490052,2105891522
7157089745,7581765227,1350877152,3553247049,2521107719,6108053106,1087719991,239434059,7392851932,4812885880,5329723000,2322089170,855605474,171215531,8348283466,1663394430,3039063325,3106865381,4561377315,9229457
6184660052,5661034188,1814781154,6574511838,6037981385,2794419270,6731027271,1090818389,6508733721,7448490088,5229932594,6456535511,5034495504,4650105350,2705449073,8254030443,6603368364,1256823162,8330216541,6491197270
6512536928,624092335,5901111028,2245251113,3155973916,5534761434,8509345951,7374745699,3986702898,6359913220,1293340749,7559748313,6848845461,5404162849,8493797866,1053794037,3996307323,2703451131,7873976054,36657783
815999480,670034106,6528032022,3496912131,6120009561,4511887434,1473818966,2563594418,8395273618,2813529340,1165885125,3862248592,5255895966,6880142268,7771617425,7088263257,4152782522,1652040465,8073742044,6424926471
4716136873,5551153314,2648807381,627083744,6868558119,1564034083,8399065700,5198909625,2834129215,7866505705,5113102717,1738554347,3262069943,1490848829,5359131897,7296273000,3815490358,8694462401,1485553811,1356252463
3247125706,4578439849,3329048587,4054884065,1268226767,9103362514,5253678732,6448328445,7370816816,8659168662,5622111272,6964824972,8250806872,371388716,599657047,5941260309,1054595405,7039877817,151851480,4623495759
39681583,3104660524,4192191305,2687576215,5406297322,3676323398,1333794623,4994180839,4311862566,4406783463,4791015475,6217918257,6219853334,5797708158,1655656924,2821569361,6099042179,4897526397,3338635914,4030671081
2141628156,2562705576,9091401148,7675939496,7015132650,3798350068,6117741036,838681422,5166750753,386806153,1813414493,7677145920,6442642708,655204248,6937804760,138184201,3053854746,7622948481,4183783469,8114432714
4095824213,6008025760,2154035996,2291446982,7973604797,4268237431,6799033885,4312152493,566191159,7128910945,9018437558,4765430786,1723759381,3516153508,5540425554,7956752312,8361058414,8222045892,1847268977,5390877723
1572880680,7935735231,701595767,6463040528,610696011,5898554718,6469201127,5484959496,7698325310,4791240226,4895652965,3953894146,5352066168,6870891009,8101021277,8065063297,822555031,9097715406,7147579665,4961265912
3624349704,2954156151,3954186981,3212860227,2651305297,4040441275,3461016369,3707735631,6916162825,6278584484,4234448423,2127143022,8927050213,7778673647,279021754,8870182852,6676860005,7504822583,8074993605,5649634286
4834906203,1168103976,1747268449,9004692262,2623783569,7691936376,3244871099,3197754492,9117109591,5188894861,7956533239,5185521301,3153071502,1981589748,3251148895,8613091892,7364943399,5205750895,6241410471,4865746716
9104790525,1904447071,1819450325,6443422498,817501295,1696555319,5920134326,5901623214,3818520429,882140795,9101500988,8385838416,6478363624,768873535,5526866117,2370982351,5679008684,4060136715,3751644392,3818544445
8141420754,8320474654,7795840420,4302398557,993031529,6361719538,3041189295,7749189759,3195381215,6511104549,2892718262,1198285369,7053975451,702958780,98481874,6724063976,6705993981,8487268678,8412817959,996386924
5173577346,230978532,7811542061,4671866905,3295705534,1142909144,7782482149,1709511382,6681221302,438372694,684736852,1829597754,70394906,3125144732,7968196207,2777390112,381659961,2779923284,6845052506,3883981799
2989035103,5464106044,2424957696,4495693699,2741212418,799359294,6769334800,7013323539,6748845343,6716786339,1814448181,5925554403,7674773830,1724004662,7179521966,4965628367,4363983448,549526676,7668930768,6270729499
5494027392,5664134112,1482920628,8259307512,4415814869,4859265554,4837989906,3251839849,2342780865,2261960539,2415916649,1690498800,2233216871,2574215539,7172515242,3333358087,6091761598,2927840767,277138682,2265238851
8108382651,7548553962,257139161,9060766089,3899300562,1710167698,7995999783,4403850213,4049180811,5900358630,6225299295,2425956656,4738364318,565377940,207401205,1004850460,802517911,5494820986,8320508056,4769749346
917316633,6059112810,853021748,3437679492,5646696862,8425311225,6259918438,5550624934,4358325836,4665561988,8802606279,5946873407,8597415101,4779446398,6094387370,572265569,428018880,2656952563,2344279328,398588862
1030680585,9429643,5328879787,2875347917,4958926637,1295165546,441213110,9120443874,5777149562,7495856398,6105021321,41378822,5272253483,146172016,1969866677,5401033503,9038437665,5564295524,8464938589,4728091819
1602050819,8246402176,8193962653,55603774,345085998,8954336443,6235079652,4004076392,7216706296,2936172530,7450148268,1244018062,6145891533,5486395952,5534935560,8691389826,2833102979,6269664444,4319173405,1935040386
713906246,4203243952,4947688510,4068181946,345513319,7862200354,4389438611,2074858693,6412060267,6467205699,1406179912,6802231251,5589207927,6400266872,1302297947,1148033325,2601886984,2595201028,2890334255,1731143362
5392730375,4872506334,6582065252,2225726661,7639187649,621758686,2647169454,3604704412,5889751121,491647269,7925692194,8266319104,1544884568,3819577946,3821394870,8073982691,5755307420,2351467995,1739226467,4068819390
2940965079,1462917542,1882601514,3493910324,1219863679,8774207178,8091883920,330098761,6829904323,5630074607,2482153785,7658413070,2987997194,7561881210,2935591629,3745372896,3744359404,6244074457,6928566344,1517121979
4222326497,8435594376,6801884467,2559743013,2486001928,2232953495,4868757681,120850666,1240137975,7677944158,8479859028,118375690,5383416323,5144845980,6251478541,8547744426,3727318735,8740540414,8326377499,280903521
6474216196,8655180513,5172479033,5070403483,1114097267,489337503,6863193833,1826837905,1713167444,8910546221,6692673505,4163380095,3608502935,2370514564,8335317088,1728204648,3731350056,6950938823,7059654516,8586036557
706246085,439377715,6721084201,6115831920,1998559131,8577904280,6700449076,8644755648,3409481873,4963746618,2901449733,44857170,8859571032,191959217,1195367661,6567114342,184008821,5203008248,1330954814,1283722624
8085588826,1886447437,6496412418,3262674907,8848262099,5921744969,7241750133,857288978,4346352041,6468382799,6338610005,2083198142,5883395555,2779978916,4501523985,6972965577,1608609073,8719212477,7973278109,5786726171
8539261213,2167874908,7873703406,5382583757,8592301112,4140025713,2640673924,3652174181,7530667600,2060550205,6639145197,5586386368,1271424522,4186544522,8881822638,305863809,628223478,9015325132,4434264095,2203728523
6236576011,26866207,7021117067,1701603063,2302279222,5655647344,7551091839,4567172025,6647174127,6430807997,6534704453,5755333466,3316373896,1161533992,5581321635,2244673616,3752702034,7244458416,6879243199,6803985114
3290007486,3898217766,1320880521,127954682,4225550717,3733529627,5390174518,7494682040,8154428101,4734255495,4166734402,7712605979,71798260,7720033567,3599794753,4112563290,8890504569,2937970160,6607382482,7255806748
3780522991,1358559162,6698280285,7622861462,8413042373,4301629677,5407421943,2634491831,8919204569,3217361317,4267394646,2668575583,1259840936,8721938279,3469025722,4523134235,2091249454,2006840850,1283108267,3566090384
2078919793,3950928286,132670867,123812694,1026826399,7259825144,2215798390,6072338484,853314933,8805905437,5842072657,8525026413,4921324405,5484657082,1361540980,6830822095,3722151103,8281133645,5009545597,2881670443
1387976948,9109006558,646738086,7574368629,4423357231,1536787947,5766859632,6207784362,640340873,3080922558,7626712873,7630051414,5765583032,7494208503,280623655,7073336372,8800685253,5918774052,1750852018,4196190281
8673576670,8043707726,5032160570,7310425530,3488185639,7729912069,878995348,2237408868,8850001180,6706196182,933188337,3489480015,4251819494,4595017396,1116480128,4367814182,3744171981,5427292001,8575964651,4583089836
8796154244,6528519915,3548567925,882483965,309376918,6978418862,3476061618,7180010200,5511634121,560508634,3365906754,1178864250,5493313044,5510411135,5058711516,4627959248,6190878250,5404534169,6001405863,40692411
6136943047,1721733996,6527729526,5825430360,5458591978,4180781043,513869104,3437362702,829572422,8776482517,6059434490,2800490924,2210519597,5972193358,5850438364,5874268535,7776454047,6193980039,833394933,7298440555
4365916565,2596141285,7926759057,1323651711,2436168832,1909256907,1043898374,3227103821,5913057201,4566106484,350612917,3159656488,6283247141,4596771007,580618523,5082133529,4790560578,5359233740,3474646557,3802037781
1666505732,51769692,2072455776,401785877,8493547751,7186133043,936398834,9050555770,3476422084,4167555214,2670216072,3304233944,8141562433,8432877391,3419833058,1419717644,622193942,8361784567,3731910153,5544881814
1788752064,6147560202,7134377274,1684181212,2640942556,4844392523,653775011,5064702430,4833021045,5914233717,4508497644,6909865345,675330592,1693713400,8581312309,5382650655,6125393236,5036268857,5503573646,7147459962
3429574767,2986924070,5863118593,2881715212,1923045638,6532382052,8296947196,8325446349,5557003953,7645768405,1634258947,4240070536,4598618571,8926618238,2794806132,4834590778,6989371536,8228851915,372121900,2106769087
4518248441,4262611310,1309184623,1440085055,9004523163,2844058341,2288697555,4743637041,7486685884,8618223219,2450826543,1514545306,7788064238,1375943129,4767979621,1637427854,4281420925,8700048609,5430440075,2097609113
1675131621,1959861131,5536674284,1772110643,7431784593,2305218774,8289096552,6882517873,7098584918,1754932636,6935392893,5587392585,969127179,1369396704,147505793,3175071568,2989044591,8563671187,743232331,1998864434
8874250006,4450995075,8137117152,3416820967,3087188883,3399816943,7945475604,7336401960,4431710635,5160996809,7959850141,1660114205,4941451427,2417853924,4004334093,4770452950,5798188974,3739729663,6272751610,3912151925
1682742209,6222456714,4549032888,5979523998,4878155238,2869545894,9018815837,6164137927,3769767885,4281427590,3074230622,283881795,4446434448,4873659959,7085928903,8625853598,8350072951,5611103483,2328073556,3551991824
5596159868,7625266941,5305765615,937241765,3453079355,7231062761,9089475154,9039169114,7197895860,6157250617,3547289182,9026100763,8138495023,8337900929,7634537682,5398929513,3052786023,2856558396,1485243538,7202829590
1322532959,3792100769,1570347893,4411392243,773978745,8998239651,5429795043,8154471742,8327735617,8482681764,4774172659,2054841636,6068769584,3763485897,4375089903,8741429248,976524151,3116321381,5714508097,2740943813
7929385719,2538276865,940561785,8729526249,7063166019,3553321802,4271002567,4384248823,8027575020,3797546766,3635496443,3158265269,747884045,6696125999,2829031859,543619776,537923727,8608242786,513550063,6543763465
8827151386,1924728584,1242800165,7050040249,105796341,6161396996,8705385544,8287486880,3478551781,1968458834,983553028,7821666296,4340087578,5174455834,1482372966,5193396154,4115695671,1370996152,1111235308,195477455
6241389543,6297876627,1435416161,4850908661,5493558610,200706007,1900071929,3660173961,3008049107,2704560856,8965794554,8890412428,3115031528,7359938624,5718869434,1110933302,8934691335,4152766361,3115641272,3982702575
217429009,7774804628,4747812517,2598736984,2033889452,8330854586,2673878089,3053003105,1026548769,4434711108,3097301128,7838972156,3607914207,7272192165,4272491523,6757586713,1547110582,5145763408,5950648386,8927294626
3835798541,1991609076,4627326682,6911069518,545595535,7924728371,777924644,7432607854,2409417033,4890329531,5495692591,8587449918,4197356173,2234453687,964333374,4173540250,4506541098,7805497398,7231032832,7644176949
7330867600,4605723025,5792802034,6722043964,5448182276,4380163202,4722296333,658367021,1296128261,7565946263,6160323537,2240614836,5414888720,103665827,6077301253,3289937513,5662284640,8116134264,2142153827,2485890086
7571273874,8563425846,5065753654,2373703606,3755782144,743547467,4988079393,8575844132,3110688646,7688674473,8487134422,1817554051,7967029161,2427175659,7478382374,7655790518,397811491,827960445,600511371,895433358
6190528353,7434140424,3271396831,2529384830,360820556,3686868336,3104434958,6079837723,5626998305,4183604822,5326389587,4674017312,6329658138,2991671227,3948829322,4874209901,4322073815,589097126,6042441792,188103703
3603153074,6755800624,7941442722,8034281100,6297862402,5844055957,8020466486,3957148913,100636907,2522382787,4916344009,6555443084,269650265,7657219997,5183575123,7055106780,8869368456,5244805080,8596842234,535559158
1735027153,5860535132,4680639588,8589075429,2208306695,338530445,834762955,6525433363,3099016189,5104193712,8434233838,6254922249,5406310718,6789380805,7687669114,1017579432,2741431046,1996848205,4673083655,1900462892
5653380863,1729228055,4031165995,4552087312,5314912545,4676125986,2074865880,5726559054,2275289772,2698417555,5955427990,3908449925,1148505905,4465481102,7082353020,8536910233,6681402362,1383699768,1042909575,1728152831
2034842395,3849300659,296356366,8081005229,8020976241,6212959563,878763930,5388570299,4740665908,5835499848,8046918736,157266925,2628833031,5148804468,2816012089,4946730949,3278609596,2734124708,5123059366,6927866080
5814844014,6887005739,3473376583,3979095101,2684239017,9027559013,2178218508,7771045418,4811908849,103340797,2927297559,4165668536,8277046697,7184954780,5040912716,3265468181,3186045573,7931031303,2213848700,5422976991
5589791916,5729755128,141281932,1113402981,7041775173,8140279815,5269207097,7424685882,7616411794,2533709344,7753335411,4476443347,5074920005,3709344992,372255944,7022928610,8197936655,3365706255,14212453,8101321027
504349704,5891967553,8647949888,2928123341,1055163468,4895766308,3401678330,4193058064,1524148534,4985839629,7114902368,5398830238,2668058532,6456697084,193103135,6423366555,4887434314,2365598755,2228108034,8498243990
917995950,4560844114,8818583908,4748590290,4820217675,1283914931,5212259580,347664043,4301481577,487286093,6243626047,2392334782,4311806143,4316791403,8129220483,7133296059,9108803680,6208285559,5908236484,532820641
8998214790,2082954703,548244671,5418541716,8386554146,3687155872,4275582821,2073030816,8026024459,7498682311,1084784794,1883322629,8394628267,4383310138,7044801813,1366050092,2252265392,2497436822,1912416895,2566376815
1025800411,4399444525,611935758,5884507067,2261009808,526938172,7476147540,7985509074,8724440215,7046385567,6974956103,8242151988,7644391278,5718538032,3549846225,8957445018,2138293137,7076235929,5302163785,994376053
7413350907,9001455683,5167350784,1239754590,786948679,5451540204,6303727441,348085547,8547610354,1771110599,3928390614,1824670795,3839677994,2453456531,4624567564,2899233721,587224273,7571195428,562144738,1279362806
8718850286,4426755823,7053063688,6445356477,4277204674,4148355434,3416563542,1326073449,5281193485,2298417468,1524393137,5110688640,6561196061,5303141102,3684540298,8926969890,3761153139,4260880357,7507128785,5967921127
4257658045,5352932074,5569384507,8190475458,6530263539,4018772942,2230300864,3122951694,6418198750,1343262337,5671580445,6615237042,7986138396,1427615262,4342921867,2189573403,8108069053,525721276,5294329504,8879267362
8480966448,6087875303,2522004991,5733771859,5126397397,5984899577,2367723182,4937291666,8407846909,8556083511,8005509890,3258437547,3565057375,4094274269,8641450690,8444434030,8559969166,3003906975,1071967937,6903333488
8503958504,6585537061,4935733592,4971652353,8843707356,3070473701,4776140580,6427274830,730059246,8507036314,6439636325,208841076,3472136216,2031874468,8597525209,5485814799,1245734924,6071767250,452412,3931362792
7167219349,5184943319,5576469944,4662804719,853194116,9068032484,780358810,1614941296,8808129244,5524428810,1801922891,6775443951,127336922,6525134473,2448667707,1639956967,2505064132,5507906301,7473115776,2713590494
2369670481,4019148212,4795742509,5588019706,1877687937,5522279952,5278533218,4525519392,4605254466,1103588015,5598606996,8379456719,4897207982,6351602277,7617387589,2815663922,1282473123,1830282987,6086879095,3549730037
227929991,3503781076,6586058152,208145661,3056571038,4796003911,8540316751,6592530907,5206340945,805323366,104474004,5822149497,863208027,1893056810,2238859934,3496236209,1123680828,1987407775,2888303547,6449801878
2376981722,2733635860,8223456097,1712497189,1067759833,448240796,8556694800,820537585,8295349215,5763881490,6111211626,4965481990,5326629533,796052758,7662565147,4968965426,6387852992,4705472749,320608914,3120193821
8277035450,5817656706,7700311070,3918608889,1913667629,4257253620,1673277264,381914511,8396983906,6784424920,2523402858,3288846409,981996733,2324457991,521948378,4844180751,2775192603,5716981403,6993420421,2499727625
5022948210,3380531598,1902559826,1151136240,1749479890,6110320016,91598394,3628579083,3420551418,6100555231,2040379051,8047337356,7364485039,8103058428,1792662083,2205836858,1024616209,4414341676,5416793468,2280831187
1338338423,5818438969,6164321337,1983753845,5991444427,654410171,5555930513,6293769308,2996410931,4246094239,2367417489,2029573106,411770938,793045555,3615646053,4259277374,2909906326,187555665,5267881087,4555502498
4753812459,4429146525,5775211421,7786425550,3172547026,5603980143,97624317,4906387304,1952279408,8978031224,459594208,116716882,42016832,3390823049,990687010,7577121036,7154244347,9070454341,8216421763,7115446736
1014035080,2324413802,7313915917,308212490,8149720062,7286818229,4665827449,1956724150,5749993775,749882284,2758714585,7045221819,3547735130,3311808430,6798550024,108833360,7737085525,1408992608,351904170,6420420601
5465530819,2552333272,269698847,4934502191,6356163320,4064183494,2623208822,701823083,6133723609,5994708424,351555930,866408572,100966,5188918496,7752662572,1126013755,7667630616,2794382573,4891642809,6659188837
